#,Symbol,Name,Market Cap (US $),Price (US $),Circulating Supply,Volume (24h), 1h (%), 24h (%), 7d (%)
1250, DFT ,DraftCoin,124110,0.015313,8104827,981,-0.04,-13.27,-33.66
1251, IRD ,Iridium,123912,0.008775,14121788,Low Vol,-1.93,-28.5,-46.02
1252, BRIA ,BriaCoin,123014,0.165469,743431,1482,-1.76,-19.74,-27.86
1253, ZNY ,Bitzeny,121709,0.00161,75614500,Low Vol,0.66,-22.69,-37.38
1254, XBL ,Billionaire T...,121184,0.037079,3268274,Low Vol,2.49,-34.81,-22.93
1255, LINX ,Linx,120974,0.003808,31765697,Low Vol,-0.47,-12.63,-31.42
1256, ABS ,Absolute,120962,0.016297,7422513,2725,-0.46,-16.08,-43.14
1257, BCF ,Bitcoin Fast,120937,0.007151,16911703,Low Vol,0.29,-11.83,-42.66
1258, SGR ,Sugar Exchange,119750,0.005568,21508254,1167,-0.66,-13.34,-57.04
1259, IC ,Ignition,117210,0.120415,973386,519,-2.9,-22.49,-35.35
1260, CYL ,Crystal Token,116252,0.205982,564377,2214,-2.08,-0.69,-22.37
1261, DART ,DarexTravel,115126,1E-06,81581938722,Low Vol,-0.21,-2.2,-23.74
1262, SNRG ,Synergy,114540,0.027522,4161801,Low Vol,-0.07,-9.8,-25.21
1263, BTA ,Bata,114035,0.022578,5050740,Low Vol,4.95,26.11,-1.91
1264, BSM ,Bitsum,113389,9.5E-05,1192978144,Low Vol,0.4,-10.84,-43.01
1265, IG ,IGToken,113331,6.3E-05,1797606088,201158,-1.31,-16.01,-38.71
1266, LANA ,LanaCoin,113080,0.000115,986597325,Low Vol,-0.21,-32.63,-48.35
1267, ASAFE2 ,AllSafe,112223,0.011651,9631781,1039,-0.56,-19.6,-52.62
1268, EL ,Elcoin,110684,0.009875,11208967,Low Vol,0.03,-4.81,-22.94
1269, CTL ,Citadel,109699,0.010098,10863490,Low Vol,-0.11,-19.4,-49.05
1270, XJO ,Joulecoin,109367,0.002936,37244659,Low Vol,-0.05,-15.06,-24.51
1271, BSTN ,BitStation,108919,3E-05,3670852269,Low Vol,-0.19,-12.37,-26.12
1272, WTN ,Waletoken,108366,7E-06,14644050000,17978,-0.25,0.56,-26.41
1273, BLC ,Blakecoin,107889,0.005339,20207644,Low Vol,-0.19,-11.32,-27.15
1274, UTC ,UltraCoin,105451,0.002207,47776744,Low Vol,-0.36,-14.23,-40.19
1275, OCC ,Octoin Coin,103439,0.254383,406626,1066565,2.4,25.49,-46.64
1276, DTEM ,Dystem,103021,0.028457,3620252,664,-0.8,-11.18,-59.13
1277, BTX ,Bitcoin X,100637,0.035133,2864427,1141,-0.55,-17.61,1.98
1278, VIVID ,Vivid Coin,100503,0.02432,4132467,Low Vol,-2.61,3.88,10.75
1279, KNDC ,KanadeCoin,100349,1.8E-05,5471056500,Low Vol,-0.19,-54.36,-59.2
1280, DTRC ,Datarius Credit,99909,0.000782,127756071,618633,0.13,-5,-43.67
1281, NYAN ,Nyancoin,98359,0.000305,322805606,Low Vol,0.74,-12.35,50.24
1282, SCRIV ,SCRIV NETWORK,98286,0.003972,24744362,4527,-1.07,-25.91,-64.11
1283, DOR ,Dorado,98184,0.000276,355583782,1070,0.83,-4.69,-25.94
1284, BUNNY ,BunnyToken,94217,0.0008,117787050,7332,-0.93,-15.46,-45.13
1285, JET ,Jetcoin,94031,0.013782,6822895,13230,0,-12.83,-37.03
1286, BTCS ,Bitcoin Scrypt,93451,0.005305,17615950,Low Vol,0.67,-9.44,-26.59
1287, BITS ,Bitstar,91360,0.004601,19855206,Low Vol,0.92,-3.88,-31.33
1288, KZC ,KZ Cash,91208,0.041946,2174446,Low Vol,0.27,-13.26,-38.22
1289, AAA ,Abulaba,90763,0.006014,15090818,152942,-1.01,20.85,-39.66
1290, TRI ,Triangles,90538,0.723143,125200,Low Vol,0.25,-34.61,-19.39
1291, ETG ,Ethereum Gold,90362,0.00753,12000000,Low Vol,2.23,-19,-49.87
1292, RBT ,Rimbit,90011,0.000456,197581050,Low Vol,-1.26,6.91,-9.26
1293, UIS ,Unitus,89504,0.001392,64312419,Low Vol,-0.07,-11.12,-43.35
1294, DEAL ,iDealCash,88974,7.5E-05,1183160015,Low Vol,-0.07,-13.83,-43.63
1295, BWS ,Bitcoin W Spe...,88962,0.000847,105013057,Low Vol,0.66,23.89,-43.17
1296, LOBS ,Lobstex,88771,0.008076,10992340,6420,-0.12,-14.07,-36.87
1297, PHON ,Phonecoin,88572,0.040575,2182905,2221,0.62,7.49,-43.4
1298, GAP ,Gapcoin,88180,0.006241,14129108,Low Vol,0.07,-9.19,-25.55
1299, ITT ,Intelligent T...,87869,0.008966,9799899,1122,-0.28,-14.34,-49.23
1300, ELTCOIN ,ELTCOIN,86456,0.000961,90000000,1033,1.25,-16.74,20.34
1301, ACED ,AceD,86429,0.036565,2363674,Low Vol,-0.53,-24.33,-65.93
1302, CRM ,Cream,85957,0.001906,45108749,Low Vol,-0.52,-5.13,-31.75
1303, INSN ,InsaneCoin,85920,0.00373,23037635,Low Vol,-0.35,-10.32,-36.39
1304, SPR ,SpreadCoin,85154,0.007789,10932193,Low Vol,0.14,-10.73,-36.13
1305, FST ,Fastcoin,84977,0.000542,156913424,Low Vol,-1.81,-11.07,-35.34
1306, ACRE ,ACRE,84767,0.021117,4014106,505,1.33,109.77,43.7
1307, XMG ,Magi,84540,0.010284,8220852,Low Vol,-0.06,-8.95,-25.97
1308, SOL ,Sola Token,84516,0.002958,28573775,727,-0.59,-20.94,-51.77
1309, EPY ,Emphy,83375,0.010554,7899788,Low Vol,-0.4,-13.32,-38.81
1310, TNS ,Transcodium,82098,0.001624,50553571,124400,-1.07,-7.83,-31.6
1311, SAGA ,SagaCoin,82060,0.014035,5846802,Low Vol,0.33,-9.75,-55.54
1312, TEK ,TEKcoin,82013,5.8E-05,1414054562,583,5.79,35.85,5.43
1313, NMS ,Numus,81622,0.029671,2750877,1244,-0.24,6.22,-10.1
1314, BTWTY ,Bit20,79024,77779.27,1.016,Low Vol,-1.34,-7.73,-28.52
1315, BITS ,Bitcoinus,78533,0.001734,45294348,49977,0.06,-16.67,-47.02
1316, IFLT ,InflationCoin,78460,2E-06,44790092020,Low Vol,-0.43,-7.66,-49.85
1317, CYMT ,CyberMusic,78283,5E-06,14294187939,9154,-0.71,-14.99,-48.01
1318, SGP ,SGPay,77262,0.038631,2000000,Low Vol,0.06,-10.9,-46.72
1319, XXX ,AdultChain,75942,0.001726,44004578,Low Vol,0.08,-8.39,-32.7
1320, OPCX ,OPCoinX,75749,0.000976,77640944,Low Vol,-0.05,-14.58,-34.4
1321, WIT ,WITChain,75546,5E-05,1500000000,23133,1.07,-1.42,-39.03
1322, LTB ,LiteBar,75136,0.076739,979114,Low Vol,-0.65,-10.37,-20.75
1323, ARCO ,AquariusCoin,74795,0.036943,2024588,Low Vol,-0.23,-15.48,-6.34
1324, BMH ,BlockMesh,74662,0.000833,89598476,Low Vol,-1.03,-12.92,-39.77
1325, BTAD ,Bitcoin Adult,73816,0.003163,23340451,Low Vol,2.61,3.43,-44.35
1326, PUT ,PutinCoin,73572,0.000125,588677175,Low Vol,-0.23,-5.68,-42.83
1327, CASH ,Cashcoin,73362,0.001372,53458111,Low Vol,-0.49,-18.57,-49.83
1328, PRIV ,PRiVCY,73254,0.004679,15655566,Low Vol,-0.41,-14.96,-40.89
1329, SNR ,SONDER,73168,0.000617,118500887,18192,0.48,-13.89,-46.87
1330, RLT ,RouletteToken,72691,0.007113,10218913,5934,-0.11,12.36,-35.34
1331, GRWI ,Growers Inter...,72360,0.060392,1198171,Low Vol,-0.06,-15.45,-58.29
1332, KED ,Darsek,72087,0.003008,23965372,Low Vol,-0.07,-13.56,-30.03
1333, TELOS ,Teloscoin,71222,0.002226,31989562,Low Vol,-1,-17.53,-41.43
1334, GDC ,GrandCoin,70689,8E-05,884125802,Low Vol,-0.25,-38.32,-40.2
1335, STN ,Steneum Coin,70417,0.024059,2926779,1763,-0.29,-32.35,-39.59
1336, WHL ,WhaleCoin,69856,0.006854,10192294,60709,-0.2,-14.55,-33.6
1337, XRA ,Ratecoin,69552,0.000568,122449162,Low Vol,-0.63,-23.18,-45.22
1338, RPI ,RPICoin,69510,0.000138,502794154,Low Vol,0.41,16.07,-2.67
1339, GRPH ,Graphcoin,68856,0.010771,6392907,Low Vol,2.04,-14.1,-11.16
1340, PKG ,PKG Token,68830,8E-06,8969257745,4467,-0.2,-12.99,-35.63
1341, ITL ,Italian Lira,68340,1.5E-05,4483457701,19205,-2.44,-22.34,-36.88
1342, JEW ,Shekel,68071,0.000541,125767661,Low Vol,-1.18,29.45,-25.71
1343, VIVO ,VIVO,67977,0.021842,3112227,Low Vol,-0.34,-11.02,-40.36
1344, ATH ,Atheios,67109,0.007179,9347702,524,-0.15,-6.9,-22.19
1345, PUREX ,Pure,67031,0.004105,16330312,Low Vol,0.34,-25.63,-36.08
1346, PASL ,Pascal Lite,66237,0.007483,8852171,Low Vol,-0.07,-19.99,-29.84
1347, HAL ,Halcyon,66235,0.010065,6580425,Low Vol,-0.8,-9.34,-34.31
1348, VIKKY ,VikkyToken,65937,1.8E-05,3727082538,4357,-0.33,-12.5,-21.21
1349, ACC ,AdCoin,65740,0.010034,6551628,Low Vol,0.43,-16.13,-36.8
1350, TOKC ,TOKYO,64712,0.00031,209077966,Low Vol,-0.94,-7.89,-22.67
1351, DIX ,Dix Asset,64368,6.4E-07,100000000000,Low Vol,-0.18,-9.96,-29.87
1352, WAGE ,Digiwage,64183,0.001507,42578784,Low Vol,0.66,-10.81,-50.58
1353, NRP ,Neural Protocol,63231,9E-06,7098150010,6601,-0.34,-12.09,-39.09
1354, YUP ,Crowdholding,63049,0.000424,148691713,Low Vol,-0.19,-3.37,-34.1
1355, MRI ,Mirai,62678,0.019927,3145397,1844,-0.54,-11.34,-41.9
1356, TEAM ,TEAM (TokenSt...,62303,0.005625,11076478,3429,-0.27,-19.61,-50.77
1357, XOV ,XOVBank,61914,0.001206,51328012,8664,-0.73,-19.38,-44.29
1358, RNS ,Renos,60201,0.001805,33356077,Low Vol,-0.07,-18.64,-34.92
1359, MCAP ,MCAP,59623,0.005684,10490000,875,-1.08,-17.47,-38.77
1360, FANS ,Fantasy Cash,59409,0.012668,4689540,Low Vol,-0.97,-9.74,-40.86
1361, WILD ,Wild Crypto,57937,0.002377,24373456,Low Vol,-0.39,-11.82,-41.57
1362, PAK ,Pakcoin,57865,0.000877,66013316,741,-0.25,-14.69,-23.86
1363, NETKO ,Netko,57749,0.008687,6647478,Low Vol,-1.96,-17.11,-50.97
1364, BTCRED ,Bitcoin Red,57574,0.002802,20550001,Low Vol,-0.53,-11.6,-35.06
1365, SIGT ,Signatum,57531,0.000533,107972766,Low Vol,-0.67,-16.3,-20.33
1366, CCO ,Ccore,57525,0.033838,1699999,Low Vol,-0.76,-9.76,-63.9
1367, HONEY ,Honey,57445,0.125989,455955,885,-0.04,-5.83,-18.53
1368, TOTO ,Tourist Token,56835,1.2E-05,4708512426,14143,-0.18,-13.17,-43.32
1369, HTH ,Help The Home...,56720,0.000113,502830781,Low Vol,-0.07,-12.11,-32.67
1370, ARION ,Arion,56385,0.009776,5767906,Low Vol,-0.07,-11.41,-23.99
1371, EGX ,EagleX,55464,0.001652,33583500,Low Vol,0.72,-13.92,-41.94
1372, DDX ,dietbitcoin,55428,0.024828,2232452,Low Vol,-1.47,-32.81,-97.42
1373, BLAST ,BLAST,54605,0.001432,38141139,Low Vol,0.27,-10.57,-62.21
1374, CROAT ,CROAT,54008,0.00102,52972384,Low Vol,-0.21,-18.88,-42.65
1375, LCP ,Litecoin Plus,53962,0.025991,2076168,Low Vol,-0.55,-16.1,-40.01
1376, MNC ,Mincoin,53930,0.011276,4782689,Low Vol,-0.11,-4.37,-33.47
1377, VOT ,VoteCoin,53402,0.001253,42608249,Low Vol,-0.01,-9.78,-44.25
1378, SDRN ,Senderon,53396,0.001202,44425900,Low Vol,-0.38,-22.17,-32.13
1379, PRTX ,Printex,52592,0.003256,16154608,Low Vol,-0.7,22.24,-47.48
1380, XLC ,Leviar,51791,0.00376,13772893,Low Vol,-0.06,-13.55,-29.88
1381, DACH ,DACH Coin,51297,0.007293,7033916,Low Vol,0.39,-6.77,-53.68
1382, IBTC ,iBTC,50616,0.00255,19850840,Low Vol,4.77,55.82,-4.13
1383, TOK ,Tokugawa,49761,0.048707,1021644,1538,-1.22,-23.32,-34.21
1384, BENZ ,Benz,49690,0.000346,143496643,Low Vol,-2.29,-18.83,-34.55
1385, GUESS ,Peerguess,49303,0.000814,60537668,1428,-2.13,-39.94,-30.59
1386, ZNT ,Zenswap Netwo...,48661,8E-06,6141363544,8114,-0.18,-18.14,-37.13
1387, TDS ,TokenDesk,48155,0.004685,10278325,22781,-0.34,-24.72,-3.13
1388, IQ ,IQ.cash,47804,0.013533,3532412,Low Vol,-0.08,-14.43,-35.66
1389, CJ ,Cryptojacks,47061,0.000116,406568581,Low Vol,1.65,-11.29,-43.59
1390, DIN ,Dinero,46587,0.006095,7644072,661,-0.19,-15.03,-36.62
1391, DUO ,ParallelCoin,46554,0.147922,314719,Low Vol,-0.07,-10.63,-19.61
1392, BTCN ,BitcoiNote,46328,0.004796,9658714,928,0.48,-10.23,-42.26
1393, BLZ ,BlazeCoin,46143,7.6E-05,608557394,Low Vol,-0.11,-36.53,-52.84
1394, BOAT ,BOAT,46019,0.000639,71998993,Low Vol,-0.07,-13.56,-23.69
1395, ALT ,Altcoin,45675,0.370817,123175,Low Vol,0.83,-23.9,-66.52
1396, CRB ,Creditbit,45626,0.00272,16771930,Low Vol,1.08,-8.09,-38.88
1397, SOUL ,CryptoSoul,45191,0.000434,104057070,6208,-0.12,-19.68,-26.56
1398, OBT ,Orbis Token,45130,0.002355,19166752,Low Vol,6.91,-23.98,-72.65
1399, PSC ,PrimeStone,45039,0.00842,5348901,1365,-0.06,-14.66,14.48
1400, TIT ,Titcoin,44227,0.000886,49898202,Low Vol,-0.07,-16.06,-36.31
1401, DSR ,Desire,43847,0.007677,5711812,7981,-0.22,1.85,2.84
1402, PROC ,ProCurrency,43415,0.000433,100288400,640,-1.37,-30.8,-37.47
1403, ATS ,Authorship,43136,0.000431,99971428,Low Vol,0.06,-6.73,-21.1
1404, ZBA ,Zoomba,42939,0.005374,7989932,Low Vol,-3.03,-12,-20.36
1405, GLT ,GlobalToken,42388,0.001108,38262100,Low Vol,1.85,-18.56,-40.53
1406, DAXX ,DaxxCoin,42010,8.1E-05,520891780,Low Vol,4.07,-38.2,-51.86
1407, QTL ,Quatloo,41731,0.005406,7718883,Low Vol,-0.3,-15.7,-37.97
1408, BERN ,BERNcash,41547,0.000583,71234301,Low Vol,-0.15,21.9,-12.96
1409, CARE ,Carebit,41500,0.000377,110063617,539,0.76,-24.65,-47.79
1410, EZW ,EZOOW,40902,4E-06,11110821305,Low Vol,0.34,-0.59,-37.89
1411, MNE ,Minereum,40553,0.009131,4441202,Low Vol,2.38,-24.34,-46.31
1412, DELTA ,DeltaChain,40550,9E-06,4479488833,6615,-0.51,-18.57,-43.8
1413, FNTB ,Fintab,40449,0.014553,2779387,Low Vol,0.07,-5.27,-31.24
1414, SWING ,Swing,39897,0.010568,3775146,Low Vol,0.05,-12.89,-29.9
1415, BANK ,Bank Coin,39165,0.006336,6180917,Low Vol,-0.02,-12.7,-43.04
1416, EARTH ,Earth Token,38596,0.000188,205300250,2211,-0.07,-13.56,-25.23
1417, BSTY ,GlobalBoost-Y,38042,0.002432,15639999,Low Vol,-0.76,-11.33,-38.07
1418, EBET ,EthBet,36704,0.004316,8504800,Low Vol,-0.19,-13.2,-40.07
1419, ODN ,Obsidian,36661,0.001466,25000000,Low Vol,-0.07,-24.9,-52.26
1420, BOLI ,Bolivarcoin,35680,0.002867,12444579,832,1.04,-5.61,-40.15
1421, DRXNE ,DROXNE,35609,0.000436,81735194,633,-0.8,-22.95,-47.93
1422, ETHD ,Ethereum Dark,34993,0.023329,1500000,Low Vol,0.01,-24.92,-41.16
1423, SRC ,SecureCoin,33843,0.003552,9526737,Low Vol,-0.25,-17.53,-40.83
1424, SAKE ,SAKECOIN,33138,9E-06,3791120524,Low Vol,-0.52,-15.24,-5.38
1425, CNT ,Centurion,32124,0.000414,77663826,Low Vol,-0.07,-5.43,-40.78
1426,611,SixEleven,31944,0.069125,462115,Low Vol,-0.69,-17.02,-53.58
1427, IRL ,IrishCoin,31794,0.000873,36419534,Low Vol,-2.52,-39.49,-55.79
1428, TSC ,Thunderstake,31595,7.5E-05,420168847,Low Vol,-0.07,-30.32,-32.66
1429, NEVA ,NevaCoin,31190,0.008726,3574237,Low Vol,0.23,-17.01,-38.56
1430, DATP ,Decentralized...,30899,3E-06,9060009922,7009,-3.05,-25.58,-41.63
1431, ONX ,Onix,30806,0.000288,107072781,Low Vol,-0.35,-5.51,-36.7
1432, BZL ,BZLCOIN,30702,0.016042,1913773,1586,0.16,-64.91,70.41
1433, PAXEX ,PAXEX,30498,0.00181,16854007,635,-0.86,-31.46,-34.13
1434, MOJO ,MojoCoin,29888,0.002435,12276850,Low Vol,-3.26,-22.34,-21.6
1435, GCC ,GuccioneCoin,29748,0.001466,20285537,Low Vol,-0.06,-12.26,-15.28
1436, GMCN ,GambleCoin,29504,0.004574,6450454,1186,-2,-10.91,-15.88
1437, XCXT ,CoinonatX,28706,0.001469,19539588,Low Vol,-2.73,-6.81,-26.92
1438, 8BIT ,8Bit,28474,0.019399,1467841,Low Vol,-0.88,0,-20.74
1439, SUBX ,Sub Invest,28127,7.7E-08,364782418292,Low Vol,-0.06,-8.2,-27.41
1440, POST ,PostCoin,28107,0.001771,15868233,Low Vol,-3.05,-16.44,-33.05
1441, MSCN ,Master Swiscoin,28060,0.000622,45143320,Low Vol,-1.61,-16.55,-35.94
1442, QBIC ,Qbic,27735,0.006528,4248329,Low Vol,-0.44,-8.51,-47.15
1443, PLURA ,PluraCoin,27683,0.000111,249543846,Low Vol,-1.72,-15.97,-35.85
1444, CTRT ,Cryptrust,27538,5E-06,5099638485,4026,-0.16,-14.31,-54.52
1445, BTR ,Bitether,27532,0.00117,23532031,4160,-0.95,-15.41,-47.66
1446, SPK ,Sparks,27494,0.006129,4485916,Low Vol,-2.19,-12.09,-40.64
1447, HC ,Harvest Maste...,27492,0.007116,3863559,Low Vol,0.35,-18.61,-37.68
1448, RPC ,RonPaulCoin,27381,0.027154,1008360,Low Vol,-0.14,-12.93,-32.02
1449, BNN ,BrokerNekoNet...,27325,9E-06,2994585916,Low Vol,-1.16,12.5,-20.54
1450, GRMD ,GreenMed,26732,0.00188,14219120,Low Vol,-0.07,-13.52,-44.21
1451, HAVY ,Havy,26657,5E-06,5328475485,3414,0.11,-18.51,-44.53
1452, BBK ,Bitblocks,26147,0.000921,28382257,1333,-0.41,-7.87,-41.88
1453, XCO ,X-Coin,25559,0.002064,12384976,Low Vol,1.19,-9.91,-34.14
1454, COAL ,BitCoal,25012,0.005558,4500000,Low Vol,-0.47,-29.67,-26.63
1455, BNC ,Bionic,24938,4.7E-05,536244133,6451,-2.16,-24.86,-62.09
1456, AMS ,AmsterdamCoin,24865,0.000495,50201886,Low Vol,-2.59,-8.69,-25.65
1457, AZART ,Azart,24456,0.008482,2883164,829,-0.02,-12.19,-32.51
1458, TCH ,Thore Cash,24325,0.00136,17880891,68365,-0.33,-15.5,-40.48
1459, CHEESE ,Cheesecoin,23994,8.9E-05,270898695,Low Vol,-1.25,-14.15,-40.21
1460, GOSS ,Gossipcoin,23711,0.000259,91585579,853,-1.81,2.14,-33.85
1461, TRDT ,Trident Group,22720,0.01873,1213024,Low Vol,-0.14,50.44,-40.39
1462, EUC ,Eurocoin,22410,0.001805,12416554,Low Vol,-0.06,-10.75,-24.74
1463, POS ,PoSToken,21787,0.021056,1034718,Low Vol,-0.07,34.1,-35.64
1464, XIND ,INDINODE,21683,7.3E-05,295226090,Low Vol,0.29,-3.4,-33.38
1465, GRLC ,Garlicoin,21347,0.001698,12574285,Low Vol,-0.32,-14.99,-49.01
1466, STEEP ,SteepCoin,21165,0.000117,181505253,Low Vol,0.27,-33.8,-54.99
1467, AREPA ,Arepacoin,20611,0.00136,15156802,Low Vol,0.45,-25.45,-54.33
1468, ERY ,Eryllium,20540,0.00155,13255636,Low Vol,-0.78,-8.64,-40.83
1469, IMS ,Independent M...,20379,0.003796,5368934,Low Vol,-0.11,-12.84,-39.61
1470, FLM ,FolmCoin,20200,0.00209,9662813,Low Vol,0.15,-10.33,-35.49
1471, ICOB ,ICOBID,20159,0.000188,107048455,Low Vol,-0.28,1.14,13.08
1472,  ,Money,20147,0.000439,45887218,Low Vol,-0.06,-12.12,-20.24
1473, JOINT ,Joint Ventures,20023,0.000915,21878085,1760,0.63,-11.59,-46.6
1474, JS ,JavaScript Token,19835,0.002482,7991996,Low Vol,-0.06,-31.79,-32.76
1475, FOX ,SmartFox,19730,0.01544,1277853,Low Vol,-0.1,-19.68,7.48
1476, RED ,RedCoin,19725,0.000266,74107896,Low Vol,-1.26,-12.79,-31.26
1477, TAJ ,TajCoin,19547,0.001811,10790940,Low Vol,-0.5,-10.46,-39.33
1478, VEC2 ,VectorAI,19303,0.001067,18085745,Low Vol,0.54,-9.9,-26.78
1479, NYEX ,Nyerium,19257,0.001036,18588122,1069,-0.54,-7.9,-25.98
1480, ENT ,Eternity,18719,0.003874,4832219,Low Vol,-0.13,-23.2,-42.51
1481, MFTU ,Mainstream Fo...,18481,7.5E-05,245000000,Low Vol,-0.18,-7.04,-34.17
1482, CPN ,CompuCoin,18438,0.00094,19615019,Low Vol,-0.07,-14.06,-39.58
1483, IMP ,Ether Kingdom...,17665,0.042836,412399,7816,-0.54,-17.78,-39.98
1484, CJT ,ConnectJob,16974,0.00015,112839768,Low Vol,-0.06,-37.26,-79.01
1485, BRAT ,BROTHER,16747,0.000105,160000000,Low Vol,-3.61,-19.88,-6.23
1486, CF ,Californium,16647,0.006803,2446961,Low Vol,0.41,-5.58,-26.48
1487, PLAN ,Plancoin,16460,0.003008,5472115,980,-0.07,-13.56,-40.16
1488, ACTP ,Archetypal Ne...,16220,3E-06,4835226167,Low Vol,-0.1,-13.83,-30.68
1489, YLC ,YoloCash,16097,0.000546,29499388,2012,-0.35,-17.85,-50.18
1490, CMT ,Comet,15343,0.017578,872830,Low Vol,0.19,-9.7,-32.28
1491, HBC ,HomeBlockCoin,15228,0.003046,5000000,Low Vol,-0.07,-20.47,-50.84
1492, ZYD ,Zayedcoin,15058,0.002412,6243840,Low Vol,-0.25,-11.17,-26.79
1493, GSR ,GeyserCoin,14636,0.015754,929037,Low Vol,-0.07,31.56,-32.86
1494, KNC ,KingN Coin,14590,7.26,2009,Low Vol,0.22,-12.02,-37.38
1495, APC ,Alpha Coin,13649,0.001744,7825450,Low Vol,-3.95,91.84,73.09
1496, FUZZ ,FuzzBalls,12945,0.00268,4829945,Low Vol,0.05,-24.36,-41.95
1497, FLAX ,Flaxscript,12695,0.002256,5627236,Low Vol,-0.07,-12.09,-43.89
1498, DEUS ,DeusCoin,12403,0.001119,11079837,Low Vol,-0.47,-10.57,-50.59
1499, URALS ,UralsCoin,12214,0.00127,9619901,Low Vol,1.38,-22.67,-3.52
1500, KBR ,Kubera Coin,11783,0.000103,114423294,Low Vol,-3.08,-16.43,-52.42
1501, MILO ,MiloCoin,11562,0.001072,10789954,Low Vol,-0.06,-0.4,-22.31
1502, ICON ,Iconic,11182,0.01886,592894,Low Vol,-0.03,-8.71,-36.16
1503, RAGNA ,Ragnarok,10578,0.001953,5415487,Low Vol,-0.07,-7.94,-45.59
1504, KUN ,KUN,10386,5.19,2000,6543,-1.93,-33.22,-57.03
1505, PNY ,Peony,9588,0.001697,5650199,534,1.22,-2.55,-47.4
1506, BTCONE ,BitCoin One,9200,0.00092,10000000,549,0.35,-5.09,-22.24
1507, ACP ,AnarchistsPrime,9093,0.002069,4394874,Low Vol,3.49,27.36,0
1508, PLC ,Polcoin,8861,0.000113,78557745,Low Vol,-0.07,-22.57,-48.42
1509, KRONE ,Kronecoin,8717,0.00085,10255195,Low Vol,-1.18,-21.84,-23.41
1510, VLT ,Veltor,8700,0.015679,554855,Low Vol,-0.07,-12.86,-31.16
1511, SCS ,SpeedCash,8675,0.015093,574745,Low Vol,-0.12,-12.54,-46.38
1512, NUKO ,Nekonium,8356,0.000696,12000829,Low Vol,-0.71,-33.27,-57
1513, SONG ,SongCoin,8159,0.000251,32565300,Low Vol,0.4,-4,-25.21
1514, PCOIN ,Pioneer Coin,8124,0.002733,2972117,Low Vol,-0.59,-22.04,-34.35
1515, SOCC ,SocialCoin,7945,0.001701,4670373,Low Vol,0.33,-21.87,-62.39
1516, IBANK ,iBank,7510,0.001659,4526324,Low Vol,-0.45,5.96,-9.3
1517, LTCU ,LiteCoin Ultra,6467,0.006271,1031300,662,-0.1,-9.58,-37.08
1518, COUPE ,Coupecoin,6274,2.9E-05,218281462,Low Vol,17.63,174.55,21.16
1519, GRIM ,Grimcoin,6200,7.5E-05,82434623,Low Vol,-0.07,-4.21,-55.1
1520, BTQ ,BitQuark,6112,0.000564,10836412,Low Vol,-0.07,-18.91,-47.52
1521, OUR ,Ourcoin,6001,0.010576,567373,Low Vol,1.04,-22.52,-41.76
1522, NTO ,Fujinto,4938,7.5E-05,65802448,Low Vol,-0.07,72.52,-14.61
1523, NRO ,Neuro,4483,7.5E-05,59401326,Low Vol,-4.17,-42.28,-65.67
1524, RKC ,Royal Kingdom...,4419,0.001637,2700000,Low Vol,-0.26,-10.17,-22.87
1525, ECO ,EcoCoin,4319,0.003681,1173179,Low Vol,-0.11,-43.85,-68.28
1526, CXT ,Coinonat,4069,0.000472,8623200,Low Vol,-1.36,-26.28,-69.61
1527, MODX ,MODEL-X-coin,3927,0.0897,43783,1445,-0.2,-9.12,-4.9
1528, ROCK ,Rocketcoin,3862,0.000125,30964759,Low Vol,-2.59,-46.07,-73.61
1529, RGS ,RusGas,3375,9.9E-07,3415606856,Low Vol,-0.08,-73.29,-54.25
1530, BSX ,Bitspace,3176,0.000238,13321169,Low Vol,-1.1,-0.88,-2.58
1531, VPRC ,VapersCoin,2218,3E-06,780124964,Low Vol,-0.52,-9.34,-41.01
1532, SIM ,Simmitri,2213,0.002465,897653,Low Vol,0.66,-14.05,-31.51
1533, PONZI ,PonziCoin,1971,0.002289,861099,Low Vol,-1.51,-19.9,-38.8
1534, NANOX ,Project-X,1663,21245.47,0.078264,Low Vol,-0.06,-13.44,-30.82
1535, YTN ,YENTEN,313,3.7E-05,8460628,988,-0.18,-6.18,496.12
1536, HMC ,HarmonyCoin,112,0.0002,561235,Low Vol,1.37,-8.08,-10.49
1537, CJS ,CJs,110,0.064201,1712,Low Vol,-2.81,-34.77,-49.45
1538, BLN ,Bolenum,42,4E-06,10000000,1176,3.92,-7.9,-75.58
1539, PRL ,Oyster,43346572,0.51016,84966676,Low Vol,0,0,0
1540, ATX ,Aston,9574812,0.01162,824000000,Low Vol,-0.8,-15.54,-30.66
1541, LKK ,Lykke,7239362,0.022851,316809739,Low Vol,0.07,-7.16,-18.96
1542, PPP ,PayPie,7101625,0.08608,82500000,Low Vol,0,0,-37.97
1543, ZEUS ,ZeusCrowdfunding,5254880,3.8E-05,139759503186,Low Vol,-0.07,-14.17,-32.67
1544, BQ ,bitqy,3497053,0.001123,3112670515,Low Vol,-12.01,157.33,150.83
1545, ECOB ,Ecobit,3163285,0.007117,444444444,Low Vol,0,-0.83,-25.18
1546, GRID ,Grid+,2629290,0.067011,39236491,Low Vol,0,-10.15,-44.04
1547, XES ,Proxeus,2453826,0.012074,203240350,Low Vol,0,-0.03,5.25
